,node,in_degree_weighted,in_degree,out_degree_weighted,out_degree
1101,1101,16,20,1,1
1102,1102,1,1,0,0
1103,1103,0,0,2,2
1104,1104,11,11,0,0
1105,1105,17,21,-6,8
1106,1106,0,0,7,7
1107,1107,4,4,0,0
1108,1108,2,2,0,0
1109,1109,-4,14,19,19
1110,1110,2,2,1,1
1111,1111,2,2,1,1
1112,1112,6,6,2,2
1113,1113,3,3,2,2
1114,1114,10,10,2,2
1115,1115,4,4,3,3
1116,1116,32,32,17,17
1117,1117,95,95,0,0
1118,1118,1,1,1,1
1119,1119,3,9,4,4
1120,1120,0,0,4,4
1121,1121,24,24,4,4
1122,1122,19,19,0,0
1123,1123,4,10,1,3
1124,1124,5,9,8,12
1125,1125,1,1,1,1
1126,1126,0,2,10,10
1127,1127,0,6,2,2
1128,1128,48,144,74,78
1129,1129,1,1,0,0
1130,1130,1,1,0,0
1131,1131,2,2,1,1
1132,1132,0,0,6,6
1133,1133,4,4,0,0
1134,1134,-2,6,2,4
1135,1135,17,23,-45,63
1136,1136,0,4,2,2
1137,1137,7,7,3,3
1138,1138,0,0,1,1
1139,1139,1,1,2,2
1140,1140,10,10,2,2
1141,1141,3,3,1,1
1142,1142,3,15,11,11
1143,1143,18,18,0,0
1144,1144,20,20,0,0
1145,1145,2,6,0,0
1146,1146,8,8,11,11
1147,1147,1,5,1,1
1148,1148,-11,51,2,4
1149,1149,2,2,1,1
1150,1150,11,11,2,2
1151,1151,-79,83,-1,1
1152,1152,60,76,37,49
1153,1153,4,4,2,2
1154,1154,1,1,0,0
1155,1155,5,5,0,0
1156,1156,0,0,4,4
1157,1157,5,5,0,0
1158,1158,2,16,0,0
1159,1159,9,19,0,0
1160,1160,1,1,6,6
1161,1161,2,10,38,48
1162,1162,30,54,89,99
1163,1163,1,1,0,0
1164,1164,1,3,0,0
1165,1165,4,6,0,0
1166,1166,4,4,3,3
1167,1167,8,22,18,22
1168,1168,112,142,142,142
1169,1169,0,0,1,1
1170,1170,0,0,1,1
1171,1171,2,2,5,5
1172,1172,13,13,2,2
1173,1173,5,7,0,0
1174,1174,2,2,0,0
1175,1175,8,12,3,3
1176,1176,3,3,0,0
1177,1177,2,2,6,6
1178,1178,1,1,0,0
1179,1179,6,8,-3,3
1180,1180,-2,2,0,0
1181,1181,4,36,32,32
1182,1182,-5,5,0,0
1183,1183,2,12,3,3
1184,1184,2,12,3,3
1185,1185,1,1,0,0
1186,1186,-3,17,1,1
1187,1187,1,1,9,9
1188,1188,5,5,6,6
1189,1189,51,71,8,12
1190,1190,50,50,36,36
1191,1191,-18,30,0,0
1192,1192,-12,20,0,0
1193,1193,-3,21,4,8
1194,1194,6,6,9,9
1195,1195,-18,42,5,5
1196,1196,2,14,2,2
1197,1197,15,15,14,14
1198,1198,-17,35,-181,201
1199,1199,1,1,2,2
1200,1200,1,1,1,1
1201,1201,0,2,-35,35
1202,1202,-103,127,-9,9
1203,1203,-12,36,-3,7
1204,1204,-30,32,-4,4
1205,1205,-13,53,0,0
1206,1206,-7,31,0,0
1207,1207,-218,240,1,5
1208,1208,1,9,-1,3
1209,1209,-9,13,1,3
1210,1210,-26,46,-3,3
1211,1211,-1,5,1,1
1212,1212,-37,47,-1,1
1213,1213,-38,48,0,0
1214,1214,-9,11,-2,10
1215,1215,-18,22,0,0
1216,1216,-17,23,0,0
1217,1217,-20,20,3,3
1218,1218,-33,33,0,0
1219,1219,-41,41,-1,1
1220,1220,-146,148,5,7
1221,1221,-102,106,14,14
1222,1222,-31,37,0,0
1223,1223,-28,28,0,0
1224,1224,-47,47,0,0
1225,1225,-137,151,2,2
1226,1226,-77,83,6,6
1227,1227,0,0,1,1
1228,1228,166,184,2,2
1229,1229,0,2,5,7
1230,1230,3,11,-1,1
1231,1231,4,4,2,2
1232,1232,15,19,-3,7
1233,1233,1,1,2,2
1234,1234,0,2,0,0
1235,1235,65,97,91,91
1236,1236,1,15,0,0
1237,1237,4,8,1,1
1238,1238,6,6,-1,1
1239,1239,1,1,5,5
1240,1240,66,130,-193,203
1241,1241,2,8,-3,3
1242,1242,0,0,1,1
1243,1243,1,1,4,4
1244,1244,1,1,8,8
1245,1245,7,9,0,0
1246,1246,2,2,0,0
1247,1247,1,1,0,0
1248,1248,1,1,1,1
1249,1249,1,1,0,0
1250,1250,1,1,0,0
1251,1251,1,1,0,0
1252,1252,2,2,0,0
1253,1253,1,1,1,1
1254,1254,5,5,2,8
1255,1255,0,0,1,1
1256,1256,-1,1,1,1
1257,1257,1,1,0,0
1258,1258,0,0,3,3
1259,1259,319,319,45,45
1260,1260,23,23,5,5
1261,1261,0,0,9,11
1262,1262,1,3,7,7
1263,1263,9,13,8,8
1264,1264,10,14,0,0
1265,1265,4,4,5,5
1266,1266,2,2,0,0
1267,1267,10,12,6,6
1268,1268,16,26,-66,76
1269,1269,-1,7,2,2
1270,1270,4,6,4,4
1271,1271,37,37,-1,1
1272,1272,3,3,0,0
1273,1273,4,6,0,0
1274,1274,4,6,-4,4
1275,1275,24,140,9,9
1276,1276,0,46,1,3
1277,1277,-21,39,2,2
1278,1278,2,2,0,0
1279,1279,8,12,15,15
1280,1280,47,49,19,19
1281,1281,4,4,0,0
1282,1282,53,71,34,46
1283,1283,7,9,1,1
1284,1284,1,1,0,0
1285,1285,0,0,1,1
1286,1286,2,2,-161,161
1287,1287,11,11,83,83
1288,1288,0,6,2,2
1289,1289,8,30,0,0
1290,1290,2,2,0,0
1291,1291,2,2,50,50
1292,1292,3,9,7,9
1293,1293,6,6,0,0
1294,1294,18,18,24,24
1295,1295,7,9,10,10
1296,1296,2,4,0,0
1297,1297,25,25,12,12
1298,1298,-14,24,0,2
1299,1299,12,34,5,9
1300,1300,51,53,55,55
1301,1301,0,6,-23,23
1302,1302,3,9,0,0
1303,1303,1,1,2,4
1304,1304,3,3,4,4
1305,1305,2,4,2,2
1306,1306,-2,8,0,0
1307,1307,7,7,0,0
1308,1308,2,4,0,0
1309,1309,-17,59,1,1
1310,1310,7,15,0,0
1311,1311,-5,39,-1,9
1312,1312,11,11,0,0
1313,1313,-17,47,0,0
1314,1314,7,7,0,0
1315,1315,3,3,2,2
1316,1316,2,4,0,0
1317,1317,34,42,5,5
1318,1318,23,25,0,0
1319,1319,1,1,0,0
1320,1320,-5,19,2,2
1321,1321,1,1,0,0
1322,1322,6,6,0,0
1323,1323,56,88,-9,15
1324,1324,2,2,0,0
1325,1325,5,5,12,12
1326,1326,10,16,23,23
1327,1327,13,31,3,7
1328,1328,3,27,-90,96
1329,1329,-3,11,0,0
1330,1330,19,37,3,31
1331,1331,-7,25,0,0
1332,1332,1,1,0,0
1333,1333,0,2,0,0
1334,1334,2,2,2,2
1335,1335,5,5,6,6
1336,1336,3,25,3,3
1337,1337,8,8,14,14
1338,1338,12,20,20,20
1339,1339,106,164,-1,1
1340,1340,1,1,0,0
1341,1341,1,1,2,2
1342,1342,2,4,0,0
1343,1343,1,1,0,0
1344,1344,1,17,7,7
1345,1345,4,64,8,8
1346,1346,30,64,11,31
1347,1347,4,4,0,0
1348,1348,-12,24,0,0
1349,1349,0,4,0,0
1350,1350,-5,9,-1,1
1351,1351,-3,7,0,0
1352,1352,1,1,0,0
1353,1353,0,40,0,0
1354,1354,1,1,0,0
1355,1355,1,1,0,0
1356,1356,-7,47,-2,2
1357,1357,-7,15,0,0
1358,1358,-8,16,3,3
1359,1359,0,0,6,6
1360,1360,0,0,1,1
1361,1361,11,17,-1,1
1362,1362,10,18,0,0
1363,1363,24,40,59,59
1364,1364,90,120,100,100
1365,1365,2,2,0,0
1366,1366,2,26,20,20
1367,1367,14,30,11,11
1368,1368,349,391,57,93
1369,1369,8,8,0,0
1370,1370,88,88,0,0
1371,1371,1,1,0,0
1372,1372,1,15,0,0
1373,1373,14,26,0,0
1374,1374,100,120,37,37
1375,1375,2,36,0,0
1376,1376,15,15,31,31
1377,1377,-14,44,-9,13
1378,1378,5,9,6,6
1379,1379,8,18,13,13
1380,1380,14,22,26,26
1381,1381,65,65,47,47
1382,1382,16,30,8,46
1383,1383,5,7,0,0
1384,1384,4,4,1,1
1385,1385,9,13,20,20
1386,1386,1,3,0,0
1387,1387,7,27,1,1
1388,1388,3,7,-18,18
1389,1389,4,8,-1,1
1390,1390,0,16,0,0
1391,1391,6,8,2,2
1392,1392,62,124,100,100
1393,1393,9,15,0,0
1394,1394,3,7,3,3
1395,1395,33,57,83,83
1396,1396,111,121,15,17
1397,1397,1,55,32,32
1398,1398,-1,7,0,0
1399,1399,-5,15,0,2
1400,1400,1,1,0,0
1401,1401,1,1,0,0
1402,1402,3,3,2,2
1403,1403,6,14,-39,39
1404,1404,20,28,16,16
1405,1405,1,1,0,0
1406,1406,-2,6,0,0
1407,1407,1,1,0,0
1408,1408,14,16,33,33
1409,1409,3,9,5,5
1410,1410,2,4,7,7
1411,1411,15,15,23,23
1412,1412,9,13,0,0
1413,1413,6,20,4,4
1414,1414,-14,20,0,0
1415,1415,1,1,0,0
1416,1416,1,1,0,0
1417,1417,0,0,3,3
1418,1418,3,3,3,3
1419,1419,4,4,0,0
1420,1420,2,2,5,5
1421,1421,3,5,5,5
1422,1422,1,1,1,1
1423,1423,6,16,2,6
1424,1424,33,33,15,15
1425,1425,2,2,1,1
1426,1426,0,0,-1,1
1427,1427,-1,1,1,1
1428,1428,15,21,35,35
1429,1429,0,0,0,2
1430,1430,1,3,2,6
1431,1431,3,3,0,0
1432,1432,3,3,11,11
1433,1433,5,5,12,12
1434,1434,9,9,0,0
1435,1435,2,2,0,0
1436,1436,2,4,4,4
1437,1437,18,18,1,1
1438,1438,26,44,18,18
1439,1439,15,15,83,121
1440,1440,2,2,0,0
1441,1441,1,1,0,0
1442,1442,3,3,0,0
1443,1443,1,1,3,3
1444,1444,6,8,8,8
1445,1445,2,2,0,0
1446,1446,2,2,1,1
1447,1447,1,1,4,4
1448,1448,6,10,-4,4
1449,1449,14,16,-2,2
1450,1450,18,26,6,6
1451,1451,12,16,0,0
1452,1452,1,1,0,0
1453,1453,5,7,1,1
1454,1454,-1,7,3,3
1455,1455,21,21,13,13
1456,1456,54,58,6,6
1457,1457,8,26,-3,15
1458,1458,12,28,0,0
1459,1459,5,5,0,0
1460,1460,4,4,5,5
1461,1461,2,2,3,7
1462,1462,0,0,1,1
1463,1463,29,33,19,19
1464,1464,-6,14,-1,1
1465,1465,2,8,3,3
1466,1466,0,0,-1,1
1467,1467,4,30,0,0
1468,1468,1,1,0,0
1469,1469,0,4,4,6
1470,1470,1,1,0,0
1471,1471,0,2,0,0
1472,1472,1,1,0,0
1473,1473,1,1,0,0
1474,1474,-1,1,1,1
1475,1475,0,8,0,0
1476,1476,1,1,23,23
1477,1477,19,23,23,23
1478,1478,2,2,0,0
1479,1479,9,9,2,2
1480,1480,1,1,0,0
1481,1481,3,3,4,4
1482,1482,21,29,0,0
1483,1483,16,22,0,0
1484,1484,38,48,0,0
1485,1485,16,18,32,32
1486,1486,94,104,-46,50
1487,1487,20,28,54,54
1488,1488,8,8,0,0
1489,1489,-7,19,0,0
1490,1490,16,32,0,0
1491,1491,7,7,6,6
1492,1492,6,12,0,0
1493,1493,1,1,0,0
1494,1494,1,7,4,4
1495,1495,-1,13,0,2
1496,1496,4,8,12,12
1497,1497,7,21,24,24
1498,1498,2,2,0,0
1499,1499,2,2,1,1
1500,1500,-1,1,1,1
1501,1501,0,0,1,1
1502,1502,-27,41,-2,2
1503,1503,0,0,4,4
1504,1504,14,26,0,0
1505,1505,4,4,0,0
1506,1506,1,1,0,0
1507,1507,0,0,1,1
1508,1508,154,158,67,67
1509,1509,19,19,-10,10
1510,1510,-4,10,4,4
1511,1511,2,6,0,0
1512,1512,-7,99,6,6
1513,1513,23,47,3,3
1514,1514,5,17,51,51
1515,1515,53,99,4,4
1516,1516,-12,24,2,4
1517,1517,0,4,8,8
1518,1518,0,0,1,1
1519,1519,-14,28,0,0
1520,1520,21,23,13,13
1521,1521,33,37,114,116
1522,1522,58,58,0,0
1523,1523,3,5,5,5
1524,1524,115,153,0,0
1525,1525,0,2,1,1
1526,1526,1,1,2,2
1527,1527,5,11,-30,54
1528,1528,3,5,0,0
1529,1529,4,6,2,2
1530,1530,-3,43,0,0
1531,1531,-5,21,5,5
1532,1532,-4,8,0,0
1533,1533,-13,73,73,73
1534,1534,-1,1,0,0
1535,1535,34,128,49,51
1536,1536,-8,12,0,0
1537,1537,1,5,0,0
1538,1538,6,18,7,7
1539,1539,-2,2,-3,3
1540,1540,6,24,30,30
1541,1541,59,75,-2,2
1542,1542,25,25,35,35
1543,1543,-2,18,0,0
1544,1544,4,16,0,0
1545,1545,2,16,34,34
1546,1546,-12,14,0,0
1547,1547,-1,11,0,0
1548,1548,-1,5,0,0
1549,1549,-4,8,2,2
1550,1550,0,4,0,0
1551,1551,-1,1,7,7
1552,1552,-7,15,-15,15
1553,1553,-5,5,0,0
1554,1554,-7,15,0,0
1555,1555,1,9,2,2
1556,1556,-3,7,0,0
1557,1557,-4,4,1,1
1558,1558,-4,12,0,0
1559,1559,-5,5,0,0
1560,1560,-8,10,0,0
1561,1561,11,77,-200,200
1562,1562,5,33,12,12
1563,1563,-3,3,0,0
1564,1564,-32,52,2,2
1565,1565,-4,4,0,0
1566,1566,-29,79,0,0
1567,1567,-1,7,0,0
1568,1568,-12,14,0,0
1569,1569,16,18,1,1
1570,1570,-12,20,2,2
1571,1571,6,6,-61,63
1572,1572,1,1,21,21
1573,1573,-12,44,-10,10
1574,1574,14,14,0,0
1575,1575,1,1,1,1
1576,1576,6,6,5,5
1577,1577,1,1,0,0
1578,1578,1,1,1,1
1579,1579,8,8,0,0
1580,1580,1,9,0,2
1581,1581,0,8,3,3
1582,1582,4,4,0,0
1583,1583,4,4,0,0
1584,1584,5,15,0,0
1585,1585,1,1,-1,1
1586,1586,24,24,0,0
1587,1587,1,1,1,1
1588,1588,0,0,4,4
1589,1589,5,5,1,1
1590,1590,10,24,3,3
1591,1591,0,2,1,1
1592,1592,1,1,1,1
1593,1593,1,1,1,1
1594,1594,3,3,0,0
1595,1595,0,2,1,1
1596,1596,10,10,197,201
1597,1597,2,2,1,1
1598,1598,5,5,0,0
1599,1599,0,0,1,1
1600,1600,1,9,28,30
1601,1601,0,0,3,5
1602,1602,2,2,0,0
1603,1603,1,1,0,0
1604,1604,3,21,0,0
1605,1605,2,2,0,0
1606,1606,0,2,3,3
1607,1607,2,2,0,0
1608,1608,3,3,2,2
1609,1609,1,1,1,1
1610,1610,1,1,5,5
1611,1611,4,8,1,1
1612,1612,40,74,10,14
1613,1613,0,0,3,3
1614,1614,61,91,-164,174
1615,1615,0,0,1,1
1616,1616,32,32,27,27
1617,1617,0,0,3,3
1618,1618,1,1,0,0
1619,1619,14,22,0,8
1620,1620,0,0,2,2
1621,1621,4,4,0,0
1622,1622,15,15,1,1
1623,1623,0,0,1,1
1624,1624,6,6,4,4
1625,1625,7,7,4,4
1626,1626,18,18,0,0
1627,1627,7,7,1,1
1628,1628,3,3,5,5
1629,1629,5,5,1,1
1630,1630,4,4,0,0
1631,1631,1,7,1,1
1632,1632,2,6,-185,187
1633,1633,-4,8,2,2
1634,1634,7,7,0,0
1635,1635,-2,24,5,5
1636,1636,0,0,3,3
1637,1637,3,3,2,2
1638,1638,6,6,0,0
1639,1639,0,0,-1,1
1640,1640,-51,51,0,0
1641,1641,3,3,8,8
1642,1642,10,10,2,2
1643,1643,76,80,33,33
1644,1644,1,1,11,11
1645,1645,10,10,0,0
1646,1646,2,2,3,3
1647,1647,1,1,0,0
1648,1648,10,10,1,1
1649,1649,3,3,3,3
1650,1650,1,1,1,1
1651,1651,1,1,1,1
1652,1652,14,16,15,15
1653,1653,12,12,18,18
1654,1654,1,1,0,0
1655,1655,5,5,5,5
1656,1656,1,1,1,1
1657,1657,2,2,1,1
1658,1658,1,1,1,3
1659,1659,1,1,0,0
1660,1660,14,44,-173,227
1661,1661,4,6,3,3
1662,1662,6,10,2,6
1663,1663,-2,8,3,3
1664,1664,2,2,0,0
1665,1665,5,9,7,7
1666,1666,1,5,4,4
1667,1667,14,20,31,33
1668,1668,0,0,9,9
1669,1669,3,5,1,1
1670,1670,1,11,0,0
1671,1671,1,5,2,2
1672,1672,3,3,0,0
1673,1673,6,8,-7,15
1674,1674,2,8,5,5
1675,1675,-27,33,-2,4
1676,1676,-3,55,-54,180
1677,1677,-123,185,8,8
1678,1678,-13,15,-1,1
1679,1679,-2,6,0,0
1680,1680,71,111,138,138
1681,1681,-1,13,-4,4
1682,1682,2,6,0,0
1683,1683,-1,3,0,0
1684,1684,1,15,-5,5
1685,1685,3,11,0,0
1686,1686,2,6,1,1
1687,1687,1,5,2,2
1688,1688,0,0,2,2
1689,1689,2,2,0,0
1690,1690,0,4,9,9
1691,1691,1,1,2,2
1692,1692,1,1,6,6
1693,1693,-7,13,-2,2
1694,1694,-13,19,-1,1
1695,1695,2,26,-1,1
1696,1696,18,18,6,6
1697,1697,10,12,0,0
1698,1698,23,29,29,29
1699,1699,18,18,11,11
1700,1700,13,31,-2,2
1701,1701,69,69,-4,134
1702,1702,0,0,1,1
1703,1703,0,10,21,21
1704,1704,4,4,27,27
1705,1705,5,5,0,0
1706,1706,7,7,0,0
1707,1707,164,172,33,35
1708,1708,29,51,2,2
1709,1709,9,25,1,1
1710,1710,1,3,0,0
1711,1711,4,14,1,1
1712,1712,5,5,0,0
1713,1713,5,7,0,0
1714,1714,1,1,1,1
1715,1715,3,21,0,2
1716,1716,17,21,0,2
1717,1717,3,5,3,3
1718,1718,5,9,0,0
1719,1719,7,7,0,0
1720,1720,5,11,26,32
1721,1721,21,21,20,20
1722,1722,-1,13,5,5
1723,1723,1,11,6,6
1724,1724,2,2,0,0
1725,1725,2,2,6,6
1726,1726,12,26,0,0
1727,1727,16,16,0,0
1728,1728,8,8,4,4
1729,1729,2,2,0,0
1730,1730,1,1,2,2
1731,1731,1,1,1,1
1732,1732,0,0,1,1
1733,1733,0,0,3,3
1734,1734,8,20,6,8
1735,1735,9,15,9,9
1736,1736,1,1,2,2
1737,1737,2,4,3,3
1738,1738,2,2,2,2
1739,1739,1,1,5,9
1740,1740,2,18,4,4
1741,1741,16,20,0,0
1742,1742,32,100,0,0
1743,1743,8,10,31,33
1744,1744,5,5,0,0
1745,1745,-44,44,0,0
1746,1746,2,16,14,14
1747,1747,21,25,-4,4
1748,1748,2,14,-12,16
1749,1749,97,121,10,10
1750,1750,45,45,8,8
1751,1751,19,33,8,8
1752,1752,1,3,0,0
1753,1753,3,3,0,0
1754,1754,5,5,1,1
1755,1755,2,2,1,1
1756,1756,2,6,6,8
1757,1757,11,11,0,0
1758,1758,8,8,2,2
1759,1759,1,1,1,1
1760,1760,2,4,0,0
1761,1761,6,12,11,11
1762,1762,1,1,0,0
1763,1763,0,0,1,1
1764,1764,14,22,60,60
1765,1765,-4,4,0,0
1766,1766,0,90,8,8
1767,1767,0,0,1,1
1768,1768,-3,15,1,1
1769,1769,0,0,1,1
1770,1770,2,2,1,1
1771,1771,3,5,2,4
1772,1772,2,2,4,4
1773,1773,4,4,6,8
1774,1774,-1,3,1,1
1775,1775,5,19,2,2
1776,1776,-1,15,-1,1
1777,1777,2,4,1,1
1778,1778,15,51,2,2
1779,1779,51,83,42,42
1780,1780,24,66,-32,90
1781,1781,21,23,22,22
1782,1782,8,16,3,3
1783,1783,1,19,2,2
1784,1784,1,5,2,4
1785,1785,3,3,2,2
1786,1786,-11,17,0,0
1787,1787,-4,10,0,0
1788,1788,0,0,1,1
1789,1789,12,12,-57,71
1790,1790,14,18,7,7
1791,1791,14,14,39,39
1792,1792,52,52,3,3
1793,1793,14,24,7,7
1794,1794,3,3,1,1
1795,1795,2,2,0,0
1796,1796,0,0,1,1
1797,1797,8,8,2,2
1798,1798,1,1,1,1
1799,1799,3,5,29,29
1800,1800,0,0,3,3
1801,1801,3,3,0,0
1802,1802,4,4,0,2
1803,1803,-10,18,1,1
1804,1804,3,5,3,3
1805,1805,0,6,7,7
1806,1806,10,26,0,0
1807,1807,176,190,140,140
1808,1808,8,12,-1,1
1809,1809,-1,37,-10,70
1810,1810,25,29,28,28
1811,1811,2,2,5,5
1812,1812,3,21,2,4
1813,1813,13,15,5,5
1814,1814,5,9,1,9
1815,1815,6,6,2,2
1816,1816,8,18,-53,105
1817,1817,-21,29,1,1
1818,1818,-1,1,0,0
1819,1819,-10,10,0,0
1820,1820,2,2,3,3
1821,1821,0,6,2,2
1822,1822,2,2,3,3
1823,1823,21,37,34,34
1824,1824,39,41,2,2
1825,1825,97,101,10,122
1826,1826,119,125,78,78
1827,1827,0,0,1,1
1828,1828,1,1,2,2
1829,1829,0,0,1,1
1830,1830,2,4,0,0
1831,1831,1,5,0,0
1832,1832,1,1,0,0
1833,1833,1,1,17,17
1834,1834,8,10,7,7
1835,1835,-1,3,0,0
1836,1836,1,1,17,17
1837,1837,2,2,27,27
1838,1838,5,5,0,0
1839,1839,2,2,1,3
1840,1840,2,6,28,28
1841,1841,-1,5,3,3
1842,1842,1,1,2,2
1843,1843,10,12,40,40
1844,1844,1,1,11,11
1845,1845,7,7,28,28
1846,1846,3,3,0,0
1847,1847,4,12,8,8
1848,1848,1,1,0,0
1849,1849,0,0,2,2
1850,1850,16,16,12,12
1851,1851,7,11,7,7
1852,1852,0,0,2,2
1853,1853,1,1,0,0
1854,1854,16,24,18,22
1855,1855,5,7,8,10
1856,1856,13,41,104,108
1857,1857,20,20,3,3
1858,1858,20,36,5,5
1859,1859,35,41,15,25
1860,1860,5,5,0,0
1861,1861,-2,2,0,0
1862,1862,2,2,0,0
1863,1863,15,19,117,119
1864,1864,1,1,0,0
1865,1865,5,5,4,4
1866,1866,149,185,10,36
1867,1867,4,12,-1,5
1868,1868,-3,3,0,2
1869,1869,-5,27,2,2
1870,1870,6,8,7,7
1871,1871,0,0,3,3
1872,1872,18,18,0,0
1873,1873,1,1,0,0
1874,1874,0,0,1,1
1875,1875,2,8,1,1
1876,1876,1,1,1,1
1877,1877,0,0,3,3
1878,1878,4,4,1,1
1879,1879,2,6,2,2
1880,1880,3,7,1,1
1881,1881,4,6,-200,200
1882,1882,0,0,-21,29
1883,1883,-3,45,0,0
1884,1884,-10,28,0,0
1885,1885,-1,1,2,2
1886,1886,3,17,3,3
1887,1887,4,54,0,0
1888,1888,5,7,4,4
1889,1889,3,19,3,3
1890,1890,-25,45,0,0
1891,1891,-2,6,1,1
1892,1892,1,3,0,0
1893,1893,-1,1,0,0
1894,1894,-1,3,3,3
1895,1895,-1,1,0,0
1896,1896,0,2,0,0
1897,1897,-9,23,2,2
1898,1898,-2,4,0,0
1899,1899,-2,4,0,0
1900,1900,56,102,0,0
1901,1901,0,2,0,0
1902,1902,0,46,0,0
1903,1903,0,0,-1,1
1904,1904,-92,100,3,5
1905,1905,0,0,1,1
1906,1906,-25,41,0,0
1907,1907,0,10,2,2
1908,1908,4,8,-3,3
1909,1909,89,133,3,5
1910,1910,1,9,-47,47
1911,1911,-1,1,8,10
1912,1912,1,1,0,0
1913,1913,8,12,42,42
1914,1914,27,41,8,16
1915,1915,6,8,20,20
1916,1916,1,3,0,0
1917,1917,-11,11,0,0
1918,1918,-5,7,0,0
1919,1919,5,25,4,6
1920,1920,1,9,-9,17
1921,1921,45,131,-1,1
1922,1922,5,15,18,18
1923,1923,1,37,0,0
1924,1924,21,27,1,9
1925,1925,-12,18,13,13
1926,1926,1,9,29,29
1927,1927,3,15,14,16
1928,1928,-7,7,0,0
1929,1929,-1,1,0,0
1930,1930,-9,25,198,200
1931,1931,-1,1,0,0
1932,1932,-8,10,0,0
1933,1933,18,22,0,0
1934,1934,146,188,0,0
1935,1935,48,90,6,6
1936,1936,57,57,0,0
1937,1937,12,12,0,0
1938,1938,65,91,12,12
1939,1939,1,3,-1,1
1940,1940,14,34,25,27
1941,1941,0,0,1,1
1942,1942,16,16,8,8
1943,1943,1,1,1,1
1944,1944,24,26,19,19
1945,1945,1,1,9,9
1946,1946,3,5,0,0
1947,1947,1,5,2,2
1948,1948,6,30,0,0
1949,1949,2,4,0,0
1950,1950,0,10,1,1
1951,1951,3,3,0,0
1952,1952,3,3,0,0
1953,1953,10,12,-198,202
1954,1954,-5,27,0,0
1955,1955,-2,2,0,0
1956,1956,-9,15,0,2
1957,1957,15,31,-1,1
1958,1958,-1,39,-62,78
1959,1959,38,48,8,8
1960,1960,6,42,0,0
1961,1961,-7,11,0,0
1962,1962,-7,49,0,0
1963,1963,-17,19,0,0
1964,1964,-7,11,0,0
1965,1965,-13,39,0,2
1966,1966,7,23,-7,7
1967,1967,-11,57,-2,2
1968,1968,-33,83,0,0
1969,1969,65,101,1,1
1970,1970,-14,18,0,0
1971,1971,2,28,9,11
1972,1972,-5,13,-58,190
1973,1973,-8,52,68,70
1974,1974,-22,28,-1,3
1975,1975,0,12,1,1
1976,1976,-1,1,0,0
1977,1977,0,4,-200,200
1978,1978,-3,9,3,3
1979,1979,1,3,2,2
1980,1980,-4,8,2,4
1981,1981,-13,31,3,3
1982,1982,-6,28,14,14
1983,1983,0,18,1,1
1984,1984,-1,1,2,2
1985,1985,3,5,0,0
1986,1986,-16,42,-59,125
1987,1987,-12,16,-42,42
1988,1988,4,46,1,1
1989,1989,10,24,4,4
1990,1990,-5,5,3,3
1991,1991,-3,3,0,0
1992,1992,45,91,59,83
1993,1993,-6,6,1,1
1994,1994,3,11,4,4
1995,1995,5,17,0,0
1996,1996,3,5,1,1
1997,1997,6,60,35,35
1998,1998,24,50,-199,199
1999,1999,-8,26,-3,13
2000,2000,-1,1,0,0
2001,2001,-1,1,0,0
2002,2002,-2,2,0,0
2003,2003,3,15,0,0
2004,2004,17,31,8,8
2005,2005,-3,3,0,0
2006,2006,1,17,32,42
2007,2007,-27,39,0,0
2008,2008,-10,34,1,1
2009,2009,-19,23,2,4
2010,2010,-3,3,0,0
2011,2011,-6,10,16,16
2012,2012,-10,12,0,0
2013,2013,-128,144,0,0
2014,2014,-5,53,4,4
2015,2015,6,16,0,0
2016,2016,-14,42,0,0
2017,2017,-17,25,-1,1
2018,2018,-1,19,-1,1
2019,2019,0,6,6,6
2020,2020,-44,44,11,11
2021,2021,0,2,0,0
2022,2022,-24,48,9,25
2023,2023,-13,15,-10,10
2024,2024,3,33,3,3
2025,2025,5,7,4,4
2026,2026,-2,2,0,0
2027,2027,-8,8,0,0
2028,2028,5,7,0,0
2029,2029,1,17,1,1
2030,2030,-1,3,0,0
2031,2031,3,7,8,8
2032,2032,2,6,-1,9
2033,2033,-1,1,0,0
2034,2034,2,10,1,1
2035,2035,-10,10,0,0
2036,2036,1,11,-2,2
2037,2037,-34,40,3,11
2038,2038,-2,4,0,0
2039,2039,3,15,188,188
2040,2040,-5,13,-3,3
2041,2041,-25,53,-26,30
2042,2042,-5,9,9,9
2043,2043,-2,6,-1,1
2044,2044,-7,9,0,0
2045,2045,2,4,0,0
2046,2046,-47,63,1,1
2047,2047,-3,7,1,1
2048,2048,-27,29,0,0
2049,2049,-3,5,0,0
2050,2050,-32,46,-28,30
2051,2051,-70,70,-12,12
2052,2052,-12,26,1,1
2053,2053,0,6,4,4
2054,2054,-1,7,7,7
2055,2055,-7,17,0,0
2056,2056,-1,1,0,0
2057,2057,-8,8,-4,4
2058,2058,1,5,1,1
2059,2059,-1,1,0,0
2060,2060,-8,10,0,0
2061,2061,-4,6,3,3
2062,2062,-11,11,2,2
2063,2063,-1,1,0,0
2064,2064,-39,39,-7,7
2065,2065,-5,11,0,0
2066,2066,-2,4,0,2
2067,2067,-5,11,0,0
2068,2068,-19,19,-1,1
2069,2069,-28,40,-61,61
2070,2070,-7,29,-1,1
2071,2071,-4,18,1,9
2072,2072,-12,22,6,6
2073,2073,-5,5,0,0
